drinker,bar
"Sallie Watkins","Townhouse of New York"
"Sally Montgomery","Bemelmans Bar"
"Sally Montgomery","Blue Bar"
"Sally Montgomery","Clover Club"
"Salvador Griffith","Bemelmans Bar"
"Salvador Griffith","Blue Bar"
"Salvatore Davila","Aldo Sohm Wine Bar"
"Salvatore Davila",Barcade
"Salvatore Davila",Mona's
"Salvatore Shea",Apotheke
"Salvatore Shea","Bar Sixtyfive"
"Salvatore Shea","Broken Shaker"
"Sam Hutchinson","Phoenix Bar"
"Sam Martinez","Little Branch"
"Sam Wilkerson",Apotheke
"Sam Wilkerson","Copper & Oak"
"Sam Wilkerson",Subject
"Samantha Dean","ABC Beer Co."
"Samantha Dean","Bronx Alehouse"
"Samina Brock","Connolly's Bar"
"Samina Brock","Pegu Club"
"Samina Brock","The Wayland"
"Sammy Leon","The Wayland"
"Sammy Melton","Spring Lounge"
"Samual Erickson",7B
"Samual Hopkins","The Aviary NYC"
"Samual Hopkins","The Iron Horse Nyc"
"Samual Hopkins","The Pool Lounge"
"Samual Richards",Killmeyer's
"Samual Richards",Mayahuel
"Samuel Trujillo","169 Bar"
"Sandra Parrish","Pouring Ribbons"
"Sanford Anthony",7B
"Sanford Randolph",Nowhere
"Sanford Randolph","Rainbow Room"
"Sang Cantrell","The Aviary NYC"
"Sang Cantrell","the Campbell"
"Sang Knight","The 13th Step"
"Sang Knight","The Ship"
"Sannah Clemons",7B
"Sannah Clemons","KGB Bar"
"Sannah Clemons","The Wayland"
"Santiago Adams","169 Bar"
"Santiago Adams",Killmeyer's
"Santiago Aguilar","Employees Only"
"Santiago Carpenter","Grand Banks"
"Santiago Carpenter","Maison Premiere"
"Santiago Thomas",Apotheke
"Santiago Thomas",Dante
"Santiago Thomas",Nitecap
"Santiago Thomas","The Honeywell"
"Santos Knox",Julius'
"Santos Pham","Aldo Sohm Wine Bar"
"Santos Pham","KGB Bar"
"Sara Hernandez",Apotheke
"Sara Hernandez","Gallow Green"
"Sara Hernandez",Nitecap
"Sasha Rodgers","Sugar East"
"Saul Ibarra","Amor y Amargo"
"Saul Ibarra","Lucy's a.k.a. Blanche's Tavern"
"Saul Ibarra","Phoenix Bar"
"Saundra Jackson","Aldo Sohm Wine Bar"
"Saundra Michael","The Honeywell"
"Saundra Wise","Dead Rabbit"
"Saundra Wise","The Central Bar"
"Savannah Baldwin","Bar Goto"
"Savannah Baldwin","Bar Nine"
"Savannah Baldwin","Bar Sixtyfive"
"Savannah Baldwin","Rose Bar"
"Savannah Christian","Keats Bar"
"Savannah Gutierrez","Bronx Alehouse"
"Savannah Gutierrez","Grand Banks"
"Savannah Holloway","Holiday Cocktail Lounge"
"Savannah Holloway","The Summit Bar"
"Savannah Huerta","Angel's Share"
"Sayed Swan","King Cole Bar"
"Scot Everett","The Dead Rabbit"
"Scot Larson","Until Tomorrow"
"Scot Mccullough","The Wayland"
"Scottie Harmon","169 Bar"
"Scottie Harmon","Clover Club"
"Scottie Harmon",Mona's
"Scotty Rojas","The Ginger Man"
"Scotty Smith","Gallow Green"
"Seb Kaiser","Until Tomorrow"
"Sebastian Figueroa","KGB Bar"
"Sebastian Figueroa","Lee's Tavern"
"Selena Walters",7B
"Selena Walters","Dear Irving"
"Selena Walters","Spring Lounge"
"Selma Stanley","Ear Inn"
"Selma Stanley","Grand Banks"
"Selma Stanley","The Iron Horse Nyc"
"Selma Wright",Barcade
"Selma Wright","Clover Club"
"Serena Harvey","Angel's Share"
"Serena Harvey","Grand Banks"
"Serena Jensen","169 Bar"
"Serena Jensen",Barcade
"Serena Jensen","The Wayland"
"Serena Jensen","Townhouse of New York"
"Sergio Simmons",Killmeyer's
"Sergio Simmons",Mayahuel
"Seth Huang","Angel's Share"
"Seth Huang","Please Don't Tell"
"Seymour Molina","Angel's Share"
"Seymour Molina","The Aviary NYC"
"Shad Hoover","Amor y Amargo"
"Shad Hoover","Dive Bar"
"Shae Black","Clockwork Bar"
"Shae Black","Rainbow Room"
"Shae Black","Sugar East"
"Shae Black","The NoMad Bar"
"Shana Benson",7B
"Shana Benson","Clover Club"
"Shana Benson",Killmeyer's
"Shana Sanchez","Alewife Queens"
"Shana Sanchez",Rudy's
"Shana Snyder","Rose Bar"
"Shana Snyder","Tonic Bar"
"Shana Weeks","Aldo Sohm Wine Bar"
"Shana Weeks","Bemelmans Bar"
"Shana Weeks","Pegu Club"
"Shane Dunn",7B
"Shane Dunn",Donna
"Shanna Flowers",Barcade
"Shanna Flowers","Blue Bar"
"Shanna Flowers","Townhouse of New York"
"Shanna Rich","Gallow Green"
"Shanna Rich","The Honeywell"
"Shannon Watts","Townhouse of New York"
"Shari Clarke",7B
"Shari Clarke","Clover Club"
"Shari Cordova","KGB Bar"
"Shari Donaldson","Old Town Bar"
"Shari Donaldson","Pegu Club"
"Shari Donaldson","Spring Lounge"
"Sharlene Cooley","Aldo Sohm Wine Bar"
"Sharlene Cooley",Barcade
"Sharlene Cooley","Connolly's Bar"
"Sharlene Craig","Clover Club"
"Sharlene Craig","KGB Bar"
"Sharlene Craig","Townhouse of New York"
"Sharlene Rosario","Dear Irving"
"Sharlene Rosario","Lee's Tavern"
"Sharlene Rosario","Raines Law Room"
"Sharon Glass","Bar Nine"
"Sharon Glass","Employees Only"
"Sharon Glass","The Honeywell"
"Sharon Michael","Bemelmans Bar"
"Sharron Burns",Leyenda
"Sharron Nixon","Old Town Bar"
"Sharron Nixon","Spring Lounge"
"Sharron Nixon","Townhouse of New York"
"Shaun Draper","Dive Bar"
"Shaun Draper","The Aviary NYC"
"Shaun Massey","The Dead Rabbit"
"Shaun Massey","The Pony Bar"
"Shaun Massey",Torst
"Shaun Yoder",Nitecap
"Shaun Yoder","Rose Bar"
"Shawn Alvarado","Lee's Tavern"
"Shawn Vasquez",7B
"Shawn Vasquez",Barcade
"Shawn Vasquez","Pegu Club"
"Shawna Mercado","Ear Inn"
"Shayla Houston","Maison Premiere"
"Shayla Houston","The Aviary NYC"
"Shayla Houston","The Dead Rabbit"
"Shayne Contreras","Amor y Amargo"
"Shayne Kay",Mayahuel
"Shayne Kent",Barcade
"Shayne Nolan","Beauty Bar"
"Shayne Nolan","Clockwork Bar"
"Shayne Tate","Angel's Share"
"Shayne Tate","Lucy's a.k.a. Blanche's Tavern"
"Shayne Vaughan","Bar Goto"
"Shayne Vaughan","Copper & Oak"
"Shayne Vaughan",Subject
"Sheena Foster","e's Bar"
"Sheena Foster","Ear Inn"
"Sheena Foster","The Aviary NYC"
"Sheena Olsen","Alewife Queens"
"Sheena Olsen",Nowhere
"Sheena Olsen","The Long Island Bar"
"Sheena Olsen","The Ship"
"Sheena Simmons",PDT
"Sheila Mcintyre","Beauty Bar"
"Sheila Mcintyre","The 13th Step"
"Shelby Burnett","The Honeywell"
"Shelby Gross","Bronx Alehouse"
"Shelby Gross","Death & Company"
"Shelby Gross","Phoenix Bar"
"Shelby Hampton","Maison Premiere"
"Shelby Tyler",Donna
"Shelby Tyler",Killmeyer's
"Shelby Waller",Mona's
"Shelby Waller","Townhouse of New York"
"Sheldon Cairns","169 Bar"
"Sheldon Cairns","Connolly's Bar"
"Sheldon Cairns",Mona's
"Sheldon Cairns","Spring Lounge"
"Sheldon Haney","Aldo Sohm Wine Bar"
"Sheldon Haney","Bemelmans Bar"
"Sheldon Haney","Pegu Club"
"Sheldon Herring","Ear Inn"
"Sheldon Mcdonald",Barcade
"Sheldon Mcdonald","Blue Bar"
"Sheldon Swanson","Aldo Sohm Wine Bar"
"Sheldon Swanson","Dear Irving"
"Sheldon Swanson",Donna
"Sheldon Swanson",Mayahuel
"Shelley Cherry","Bar Goto"
"Shelley Cherry","Little Branch"
"Shelley Cherry",Subject
"Shelley Cherry","Tonic Bar"
"Shelley Lara","Rainbow Room"
"Shelly Fitzgerald","Townhouse of New York"
"Shelly Good",Julius'
"Shelton Vega","Keats Bar"
"Shelton Vega","Slowly Shirley"
"Sheree Gonzalez","e's Bar"
"Sheree Gonzalez","Ghost Donkey"
"Sheree Little","Bar Goto"
"Sheree Little","Bar Sixtyfive"
"Sheri Bradley","Dear Irving"
"Sheri Bradley","KGB Bar"
"Sheri Bradley","Old Town Bar"
"Sheri Bradley","Pegu Club"
"Sheri Daniels",Leyenda
"Sheri Daniels",Mace
"Sherman Petersen","Bar Sixtyfive"
"Sherman Petersen","Orange Street"
"Sherman Petersen","Tonic Bar"
"Sherman Stanton","Connolly's Bar"
"Sherman Stanton",Donna
"Sherman Stanton",PDT
"Sherri Bass","Bemelmans Bar"
"Sherri Bass","KGB Bar"
"Sherri Pollard","Dear Irving"
"Sherrie Byrd","ABC Beer Co."
"Sherrie Byrd","Ear Inn"
"Sherrie Byrd",LENA
"Sherrie Byrd","The Dead Rabbit"
"Sherry Arroyo",Mona's
"Sherry Deleon",7B
"Sherry Deleon","Townhouse of New York"
"Sherry Lewis",Dante
"Sherry Lewis","Employees Only"
"Sherry Lewis",Nitecap
"Sherry Mathews","Bar Goto"
"Sherry Mathews","The Counting Room"
"Sherwood Kaiser","169 Bar"
"Sherwood Willis",Apotheke
"Sherwood Willis",Julius'
"Sherwood Willis",Leyenda
"Sheryl Andrews",Donna
"Sheryl Greene","Clover Club"
"Sheryl Greene",Mona's
"Sheryl Greene","Spring Lounge"
"Shoaib Mcneil","Townhouse of New York"
"Shon Stein","Blue Bar"
"Shon Stein","Lee's Tavern"
"Shon Stein","Townhouse of New York"
"Sid Cowan",Donna
"Sid Cowan","KGB Bar"
"Sid Rosario","Aldo Sohm Wine Bar"
"Sid Rosario","Lee's Tavern"
"Sid Wade","Pegu Club"
"Sidney Morrison","Pegu Club"
"Sidney Zamora","Rainbow Room"
"Silas Stephenson","Copper & Oak"
"Silas Stephenson",Subject
"Silvia Robertson","Dear Irving"
"Silvia Robertson","Raines Law Room"
"Silvia Werner","Jimmy's corner"
"Silvia Werner","McSorley's Old Ale House"
"Silvia Werner",Rudy's
"Simone Wiggins","KGB Bar"
"Simone Wiggins",Mayahuel
"Simone Wiggins",PDT
"Simone Wright",Donna
"Simone Wright",PDT
"Socorro Hayes","Bar Sixtyfive"
"Socorro Hayes",Mace
"Socorro Hayes","The Counting Room"
"Socorro Hayes","The Honeywell"
"Socorro Hendricks","Broken Shaker"
"Socorro Hendricks","Copper & Oak"
"Socorro Hendricks","The Up & Up"
"Socorro Oliver",Barcade
"Socorro Oliver","Old Town Bar"
"Sofia Bain","Employees Only"
"Sofia Bain",Mace
"Sofia Butler","Old Town Bar"
"Sofia Butler",PDT
"Sofia Vasquez","KGB Bar"
"Sofia Vasquez",Mayahuel
"Sofia Vasquez","Raines Law Room"
"Sohaib Franks","Beauty Bar"
"Sohaib Franks","Dead Rabbit"
"Sohaib Franks","Sugar East"
"Sol Goodman",Mona's
"Son Bowen","Alewife Queens"
"Son Bowen","Jimmy's corner"
"Son Tran","KGB Bar"
"Son Tran","Pegu Club"
"Son Tran","Raines Law Room"
"Sondra Bailey","Old Town Bar"
"Sondra Compton","Lee's Tavern"
"Sondra Compton",Mona's
"Sondra Compton","Raines Law Room"
"Sondra Savage",Primo's
"Sondra Savage",Rudy's
"Sonia Hatfield","Connolly's Bar"
"Sonia Hatfield","Dear Irving"
"Sonia House",7B
"Sonia House",Barcade
"Sonia House","Clover Club"
"Sonia House","Lee's Tavern"
"Sonia Lindsey","e's Bar"
"Sonia Lindsey",Torst
"Sonia Lindsey","Zinc Bar"
"Sonia Warner","Bemelmans Bar"
"Sonia Warner","Blue Bar"
"Sonja Sims",Barcade
"Sonja Sims","Lee's Tavern"
"Sonnie York","Dutch Kills"
"Sonny Lowery","Bar Sixtyfive"
"Sonny Lowery","Orange Street"
"Sonya Camacho","Employees Only"
"Sonya Camacho","Gallow Green"
"Sonya Edwards",Subject
"Sonya Gordon","Townhouse of New York"
"Sonya Trujillo","Townhouse of New York"
"Sophia Decker","Bemelmans Bar"
"Sophia Decker",PDT
"Sophia Nelson","Townhouse of New York"
"Sophia Schroeder",Apotheke
"Sophia Schroeder","Bar Goto"
"Sophia Schroeder","Gallow Green"
"Sophia Stevenson",Mona's
"Sophia Stevenson","Pegu Club"
"Sophia Villa",Barcade
"Sophia Villa","Bemelmans Bar"
"Sophie Rodgers",Donna
"Sophie Rodgers",PDT
"Sophie Rodgers","Pegu Club"
"Spencer Conrad",Barcade
"Spencer Conrad","The Wayland"
"Spencer Quinn","Copper & Oak"
"Spencer Quinn","Keats Bar"
"Spencer Quinn","Little Branch"
"Spencer Ward",Nowhere
"Stacey Calhoun","Little Branch"
"Stacey Calhoun","Orange Street"
"Stacey Mendez","Blue Bar"
"Stacey Mendez",PDT
"Staci Evans",Mayahuel
"Staci Evans",Mona's
"Staci Meyers","The Wayland"
"Staci Sexton",PDT
"Staci Sexton","Pegu Club"
"Staci Shannon","Dead Rabbit"
"Staci Shannon","The Long Island Bar"
"Staci Shannon","The Summit Bar"
"Stacie Cohen","The Honeywell"
"Stacie Gallegos",7B
"Stacie Gallegos","Blue Bar"
"Stacie Gallegos",Donna
"Stacy Becker","Keats Bar"
"Stacy Becker",Nitecap
"Stacy Becker","Tonic Bar"
"Stan Weiss","Bar Sixtyfive"
"Stan Weiss",Julius'
"Stan Weiss","Keats Bar"
"Stan Weiss",Mace
"Stanley Henson","Blue Bar"
"Stanley Mcdaniel","Bemelmans Bar"
"Stanley Mcdaniel","Blue Bar"
"Stanley Mcdaniel","Old Town Bar"
"Stanton Lee","Bar Nine"
"Stanton Lee","Blind Tiger Ale House"
"Stanton Lee","Orange Street"
"Stanton Neal",PDT
"Stefan Webster",Attaboy
"Stefan Webster","Holiday Cocktail Lounge"
"Stefanie Rasmussen","Bohemian Hall & Beer Garden"
"Stefanie Rasmussen","Death & Company"
"Stella Newton","Bar Sixtyfive"
"Stella Newton","Blind Tiger Ale House"
"Stella Newton","Keats Bar"
"Stella Warren","Keats Bar"
"Stephanie Douglas","Orange Street"
"Stephanie Douglas",Subject
"Stephanie Gallagher","The Aviary NYC"
"Stephanie Stafford",Mayahuel
"Stephanie Stafford","The Wayland"
"Stephen Davis","Dive Bar"
"Sterling Campbell",7B
"Sterling Campbell",Barcade
"Sterling Campbell","Connolly's Bar"
"Sterling Campbell",Donna
"Sterling Rhodes","The Counting Room"
"Steve Donaldson","Connolly's Bar"
"Steve Donaldson","Lee's Tavern"
"Steve Hendricks",7B
"Steve Hendricks","Bemelmans Bar"
"Steve Hendricks","KGB Bar"
"Steve Hendricks","The Wayland"
"Steve Lynch","Copper & Oak"
"Steve Lynch",Dante
"Steve Lynch",Nitecap
"Steve Lynch","The Up & Up"
"Stevie Becker","Angel's Share"
"Stevie Becker","The Dead Rabbit"
"Stevie Mcdonald","Dear Irving"
"Stevie Sharp","169 Bar"
"Stevie Sharp",Mona's
"Stevie Sharp","Townhouse of New York"
"Stewart Chambers",Mace
"Stuart Molina","Connolly's Bar"
"Stuart Shepard","Keats Bar"
"Stuart Snow",Primo's
"Stuart Snow","The Summit Bar"
"Stuart Snow","Ty Bar"
"Sue Cohen","169 Bar"
"Sue Cohen",7B
"Sue Cohen","Spring Lounge"
"Sue Fox","Alewife Queens"
"Sue Fox","Clockwork Bar"
"Sue Fox",Primo's
"Summer Hinton","Bronx Alehouse"
"Summer Hinton",LENA
"Summer Hinton","Phoenix Bar"
"Sung Fox","Zinc Bar"
"Sung Guzman",Apotheke
"Sung Guzman","Bar Goto"
"Sung Guzman",Dante
"Sung Knapp","The Long Island Bar"
"Susan Douglas",Boxer
"Susan Douglas","Employees Only"
"Susan Douglas","Little Branch"
"Susan Landry",7B
"Susan Landry","Old Town Bar"
"Susan Landry","Raines Law Room"
"Susan Landry","Townhouse of New York"
"Susan Murphy","Connolly's Bar"
"Susan Murphy","KGB Bar"
"Susan Murphy",Killmeyer's
"Susan Murphy",PDT
"Susana Key",Killmeyer's
"Susana Key",PDT
"Susanna Dorsey",7B
"Susanna Dorsey","Bemelmans Bar"
"Susanna Dorsey",Mayahuel
"Susanna Huynh","Dutch Kills"
"Susanna Huynh","Ear Inn"
"Susanna Huynh",LENA
"Susanna Huynh","The Iron Horse Nyc"
"Susanna Rojas","Bemelmans Bar"
"Susanna Rojas","Clover Club"
"Susanna Rojas","Dear Irving"
"Susanne Caldwell","Death & Company"
"Susanne Caldwell","Dutch Kills"
"Susanne Edwards","Bar Sixtyfive"
"Susanne Edwards","Blind Tiger Ale House"
"Susanne Edwards","Orange Street"
"Susanne Edwards","Slowly Shirley"
"Susanne Larsen",d.b.a.
"Susie Hendrix","Alewife Queens"
"Susie Hendrix","Jimmy's corner"
"Suzanne Archer","Aldo Sohm Wine Bar"
"Suzanne Archer",Barcade
"Suzanne Archer","Lee's Tavern"
"Suzanne Casey","Rose Bar"
"Suzette Morris","Blind Tiger Ale House"
"Suzette Morris",Nitecap
"Suzette Suarez","Amor y Amargo"
"Sybil Cruz","Bemelmans Bar"
"Sybil Cruz","KGB Bar"
"Sybil Cruz",Mayahuel
"Sybil Prince",7B
"Sybil Prince","Blue Bar"
"Sybil Prince","KGB Bar"
"Sybil Roberson","Dutch Kills"
"Sybil Roberson","Grand Banks"
"Sylvester Bryant","Rainbow Room"
"Sylvester Bryant","The Long Island Bar"
"Sylvester Bryant","The NoMad Bar"
"Sylvester Johns","Clockwork Bar"
"Sylvester Johns","McSorley's Old Ale House"
"Sylvester Johns","Sugar East"
"Sylvester Thomas","The Honeywell"
"Sylvester Thomas","The Up & Up"
"Sylvia Daugherty","The Long Island Bar"
"Sylvia Montoya","Little Branch"
"Sylvia Montoya",Nitecap
"Sylvia Montoya","The Honeywell"
"Tabitha Carter","Alewife Queens"
"Tabitha Flynn","Gallow Green"
"Tabitha Flynn","The Up & Up"
"Tabitha Maldonado","The Central Bar"
"Tabitha Mason","Dear Irving"
"Tabitha Mason","Spring Lounge"
"Tabitha Sloan","Phoenix Bar"
"Tabitha Sloan","the Campbell"
"Tad Burgess",Rudy's
"Tad Deleon",Dante
"Tad Howell","The Central Bar"
"Tad Howell","The Summit Bar"
"Talha Mclean","Blue Bar"
"Talha Mclean","Dear Irving"
"Talha Mclean",Mayahuel
"Tamara Acevedo","Clockwork Bar"
"Tamara Bush","Bar Goto"
"Tamara Hurley",7B
"Tamara Hurley",PDT
"Tameka Mcfarland",Dante
"Tameka Oneal","The Dead Rabbit"
"Tameka Wood","Pegu Club"
"Tameka Wood","Spring Lounge"
"Tamera Buckley","Amor y Amargo"
"Tamera Buckley","Bronx Alehouse"
"Tami Case","Pegu Club"
"Tami Conway","Old Town Bar"
"Tami Craig","The Counting Room"
"Tami Hughes","Clockwork Bar"
"Tami Hughes","Jimmy's corner"
"Tami Hughes","Ty Bar"
"Tami Pittman","Maison Premiere"
"Tami Pittman","Zinc Bar"
"Tamika Collins",Donna
"Tamika Collins","Spring Lounge"
"Tamika Stanley","Angel's Share"
"Tammi Bowman",PDT
"Tammi Bowman","The Wayland"
"Tammi Grimes",Donna
"Tammie Gray",7B
"Tammie Gray","Clover Club"
"Tammie Herman","Lee's Tavern"
"Tammie Herman",PDT
"Tammie Lam","Blind Tiger Ale House"
"Tammie Lam","Copper & Oak"
"Tammie Lam","The Honeywell"
"Tammie Rush","The Dead Rabbit"
"Tammy Hamer","Dear Irving"
"Tammy Hamer",Killmeyer's
"Tammy Hamer",PDT
"Tania Baldwin","Alewife Queens"
"Tania Baldwin","Sugar East"
"Tania Baldwin","The NoMad Bar"
"Tania Beasley","Amor y Amargo"
"Tanya Jordan","Ghost Donkey"
"Tanya Nicholson",7B
"Tanya Nicholson","Townhouse of New York"
"Tanya Thornton","Little Branch"
"Tanya Thornton","Slowly Shirley"
"Tara Manning","Clover Club"
"Tara Manning","Connolly's Bar"
"Tara Mercado","Bar Sixtyfive"
"Tara Stone","Donovan's Pub"
"Tara Stone",Nowhere
"Tarik Bravo",7B
"Tasha Love","Dead Rabbit"
"Tasha Love","The Ginger Man"
"Tasha West",Attaboy
"Tasha West",Rudy's
"Taylor Branch","Townhouse of New York"
"Taylor Hooper","Pegu Club"
"Taylor Oconnell",Mace
"Ted Hardin","Gallow Green"
"Ted Hardin",Julius'
"Ted Hardin","The Honeywell"
"Teddie O'Sullivan","The Ship"
"Teddy Carson","Townhouse of New York"
"Teddy Holland","169 Bar"
"Teddy Roach","169 Bar"
"Teodoro Riley","169 Bar"
"Teodoro Riley","Aldo Sohm Wine Bar"
"Teodoro Riley","Clover Club"
"Teodoro Riley","KGB Bar"
"Terence Huff","e's Bar"
"Terence Silva","Pouring Ribbons"
"Terence Vazquez",7B
"Terence Vazquez",Barcade
"Terence Vazquez","Raines Law Room"
"Terra Armstrong",d.b.a.
"Terrell Armstrong",Mona's
"Terrell Armstrong","Old Town Bar"
"Terrell Armstrong","The Wayland"
"Terrence Clark","Pouring Ribbons"
"Terrence Gonzales","Aldo Sohm Wine Bar"
"Terrence Gonzales","Spring Lounge"
"Terrence Perry","Donovan's Pub"
"Terrence Perry","Sugar East"
"Terrence Stephenson","Amor y Amargo"
"Terrence Stephenson","Dutch Kills"
"Terrence Stephenson","e's Bar"
"Terrence Wallace",Mona's
"Terri Brennan","Death & Company"
"Terri Brennan","The Dead Rabbit"
"Terri Poole","McSorley's Old Ale House"
"Terri Poole",Primo's
"Terri Poole",Rudy's
"Terri Williams","Bohemian Hall & Beer Garden"
"Terri Williams","Bronx Alehouse"
"Terry Graham",Donna
"Terry Martin",Julius'
"Terry Martin","Orange Street"
"Terry Martin","The Counting Room"
"Terry Norton","Bemelmans Bar"
"Terry Norton",PDT
"Terry Turner","Little Branch"
"Terry Turner","Slowly Shirley"
"Tessa Lin","Grand Banks"
"Tessa Lin","Phoenix Bar"
"Tessa Lin","The Pool Lounge"
"Tessa Valencia","Ghost Donkey"
"Tessa Valencia","the Campbell"
"Tessa Valencia","The Pony Bar"
"Thad Byrd","Connolly's Bar"
"Thad Dunlap","Angel's Share"
"Thad Dunlap","Zinc Bar"
"Thad Keller","Grand Banks"
"Thad Keller","King Cole Bar"
"Thaddeus Joyce","Bemelmans Bar"
"Thaddeus Joyce",Donna
"Thaddeus Joyce",PDT
"Thaddeus Zhang","Donovan's Pub"
"Thaddeus Zhang",Primo's
"Thaddeus Zhang","The NoMad Bar"
"Thanh Fields","Alewife Queens"
"Thanh Mata",Donna
"Thanh Mata",Killmeyer's
"Thanh Mata","Pegu Club"
"Thelma Schaefer","Clover Club"
"Thelma Schaefer",Donna
"Thelma Schaefer","Old Town Bar"
"Theo Navarro","Connolly's Bar"
"Theo Padilla",Apotheke
"Theo Padilla",Subject
"Theo Padilla","Tonic Bar"
"Theo Pearson","Pegu Club"
"Theo Pearson","Raines Law Room"
"Theodore David","Pegu Club"
"Theodore Meyer","Blue Bar"
"Theresa Benjamin",Mona's
"Theresa Benjamin",PDT
"Theresa Heath","The Up & Up"
"Theresa Hinton","Beauty Bar"
"Theresa Hinton","Dead Rabbit"
"Theresa Hinton","Donovan's Pub"
"Theresa Thompson","Orange Street"
"Therese Flores","Holiday Cocktail Lounge"
"Therese Flores","The Ship"
"Theron Barrera","169 Bar"
"Theron Rich","Lee's Tavern"
"Theron Rich","Townhouse of New York"
"Thomas Humphrey",Mona's
"Thomas Warner","Holiday Cocktail Lounge"
"Thomas Warner","The Ginger Man"
"Thomas Warner","The Summit Bar"
"Thomas Zuniga",Barcade
"Thomas Zuniga","KGB Bar"
"Thurman Shepard","Bemelmans Bar"
"Thurman Shepard","Clover Club"
"Thurman Shepard","Connolly's Bar"
"Thurman Woodard","Bar Sixtyfive"
"Tia Schmitt","McSorley's Old Ale House"
"Tiah Bone",7B
"Tiah Bone","Blue Bar"
"Tiah Bone",Donna
"Tiffany Hobbs","Connolly's Bar"
"Tiffany Hobbs","Old Town Bar"
"Tiffany Hobbs","Spring Lounge"
"Tiffany Mcneil","Raines Law Room"
"Tiffany Mcneil","Townhouse of New York"
"Tim Kramer","Grand Banks"
"Tim Kramer",LENA
"Tim Kramer","Pouring Ribbons"
"Tim Munoz","Townhouse of New York"
"Tim Stokes","Dutch Kills"
"Tim Stokes","The Pony Bar"
"Timmy Luna",PDT
"Timothy Murillo","Spring Lounge"
"Timothy Roman","Employees Only"
"Timothy Roman",Julius'
"Tina Terrell","Dear Irving"
"Tina Terrell","Old Town Bar"
"Tina Terrell",PDT
"Tisha Coffey","Maison Premiere"
"Tisha Fuentes","169 Bar"
"Tisha Fuentes","Connolly's Bar"
"Tisha Fuentes","Spring Lounge"
"Tisha Hunter","Jimmy's corner"
"Tisha Hunter","The Central Bar"
"Tisha Lyons","Bohemian Hall & Beer Garden"
"Titus Avery","King Cole Bar"
"Titus Avery","Please Don't Tell"
"Titus Trujillo","Connolly's Bar"
"Titus Trujillo","Lee's Tavern"
"Titus Trujillo",PDT
"Titus Trujillo","Spring Lounge"
"Toby Lane","Blind Tiger Ale House"
"Toby Potter","The Pool Lounge"
"Tod Haynes","Raines Law Room"
"Tod Howard","Little Branch"
"Tod Howard",Subject
"Tod Long",BlackTail
"Todd Gamble","Bemelmans Bar"
"Todd Gamble","Clover Club"
"Todd Gamble","Old Town Bar"
"Todd Howard","Amor y Amargo"
"Todd Ryan","Jimmy's corner"
"Todd Ryan","The NoMad Bar"
"Todd Ryan","The Ship"
"Tom Powell","Clockwork Bar"
"Tom Powell","The 13th Step"
"Tom Powell","The Long Island Bar"
"Tom Rocha","The Pony Bar"
"Tomas Cook","The Iron Horse Nyc"
"Tomas Lozano","Angel's Share"
"Tomas Lozano",BlackTail
"Tomas Lozano","Maison Premiere"
"Tomas Sharp","Blue Bar"
"Toni Barrera","169 Bar"
"Toni Barrera",Mayahuel
"Toni Barrera",PDT
"Toni Monroe","Orange Street"
"Tonia Vega","Dutch Kills"
"Tonicha Gale","Bronx Alehouse"
"Tonicha Gale","Lucy's a.k.a. Blanche's Tavern"
"Tony Gilmore","Pegu Club"
"Tory Arellano","169 Bar"
"Tory Arellano","Blue Bar"
"Tory Blackburn","Bar Goto"
"Tory Blackburn","Gallow Green"
"Tory Blackburn",Mace
"Tory Estes","Holiday Cocktail Lounge"
"Tory Estes","The 13th Step"
"Tory Estes","The Central Bar"
"Tory Estes","The Ginger Man"
"Tory Gallegos","Death & Company"
"Tory Gonzalez","Aldo Sohm Wine Bar"
"Tory Gonzalez","Connolly's Bar"
"Tory Gonzalez",Donna
"Tory Gonzalez","Townhouse of New York"
"Tracey Elliott",Barcade
"Tracey Elliott","Raines Law Room"
"Tracey Jefferson","Death & Company"
